House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5,Lomond Avenue,Kerry,Reed,34,Head,Married,Female,Unemployed,None,Methodist
5,Lomond Avenue,Francis,Reed,35,Husband,Married,Male,Psychiatrist,None,None
5,Lomond Avenue,Martyn,Reed,8,Son,NA,Male,Student,None,NA
5,Lomond Avenue,Amy,Reed,5,Daughter,NA,Female,Student,None,NA
1,Dean Drive,Helen,Harvey,59,Head,Married,Female,"Engineer, maintenance",None,Methodist
1,Dean Drive,Sean,Harvey,61,Husband,Married,Male,Secondary school teacher,None,Methodist
1,Dean Drive,Kathleen,Harvey,26,Daughter,Divorced,Female,Facilities manager,None,Methodist
1,Dean Drive,Gemma,Harvey,23,Daughter,Divorced,Female,Health visitor,Unknown Infection,Methodist
2,Dean Drive,Margaret,Bibi,74,Head,Widowed,Female,"Retired Therapist, music",None,Christian
3,Dean Drive,Liam,James,27,Head,Single,Male,Higher education lecturer,None,Christian
4,Dean Drive,Ashleigh,Williams,87,Head,Widowed,Female,Retired Newspaper journalist,None,None
5,Dean Drive,Jane,Henderson,52,Head,Single,Female,TEFL teacher,None,None
6,Dean Drive,Jeremy,Gray,23,Head,Single,Male,Public librarian,None,Catholic
7,Dean Drive,Elliot,Higgins,60,Head,Single,Male,Art gallery manager,None,Christian
8,Dean Drive,Sam,Williams,29,Head,Single,Male,Optometrist,None,None
9,Dean Drive,Linda,Wilson,74,Head,Divorced,Female,Retired Special educational needs teacher,None,Christian
10,Dean Drive,Brian,Wright,48,Head,Single,Male,Clinical psychologist,None,Methodist
1,O'Brien Gateway,Gail,Nicholson,75,Head,Divorced,Female,"Retired Civil engineer, contracting",None,Christian
2,O'Brien Gateway,Allan,Dean,32,Head,Single,Male,Training and development officer,None,None
2,O'Brien Gateway,Neil,Davies,18,None,Single,Male,Student,None,NA
3,O'Brien Gateway,Joanna,Stewart,27,Head,Single,Female,Learning mentor,None,Sikh
4,O'Brien Gateway,Ben,Griffin,67,Head,Married,Male,"Nurse, learning disability",None,Christian
4,O'Brien Gateway,Sophie,Griffin,63,Wife,Married,Female,"Horticulturist, commercial",None,Christian
4,O'Brien Gateway,Norman,Khan,21,Grandson,Divorced,Male,University Student,None,None
4,O'Brien Gateway,Jean,Baker,19,Granddaughter,Single,Female,University Student,None,None
5,O'Brien Gateway,Christopher,Murphy,82,Head,Widowed,Male,Retired Hospital doctor,None,Christian
5,O'Brien Gateway,Marian,Murphy,7,Granddaughter,NA,Female,Student,None,NA
6,O'Brien Gateway,Rebecca,Nelson,22,Head,Single,Female,University Student,None,Catholic
6,O'Brien Gateway,Phillip,Carter,24,Partner,Single,Male,"Engineer, biomedical",None,None
7,O'Brien Gateway,Lucy,Booth,71,Head,Single,Female,Retired Pension scheme manager,None,Methodist
7,O'Brien Gateway,Julian,Payne,45,Son,Single,Male,Prison officer,None,Methodist
7,O'Brien Gateway,Lucy,Payne,42,Daughter,Single,Female,Telecommunications researcher,None,None
7,O'Brien Gateway,Jamie,Payne,41,Son,Single,Male,"Biochemist, clinical",None,None
8,O'Brien Gateway,Melissa,Daniels,49,Head,Single,Female,Unemployed,None,Catholic
8,O'Brien Gateway,Tracy,Daniels,10,Daughter,NA,Female,Student,None,NA
9,O'Brien Gateway,Jason,Anderson,19,Head,Single,Male,University Student,None,None
9,O'Brien Gateway,Debra,White,22,None,Single,Female,University Student,None,Christian
10,O'Brien Gateway,June,Harris,67,Head,Married,Female,Retail buyer,None,Christian
10,O'Brien Gateway,Victor,Harris,69,Husband,Married,Male,Retired Science writer,None,Christian
10,O'Brien Gateway,Beth,Harris,45,Daughter,Divorced,Female,"Scientist, water quality",None,Christian
10,O'Brien Gateway,Dylan,Harris,42,Son,Widowed,Male,Communications engineer,None,None
10,O'Brien Gateway,Jemma,Harris,40,Daughter,Single,Female,Tourist information centre manager,None,Christian
11,O'Brien Gateway,Yvonne,Walsh,45,Head,Married,Female,Gaffer,None,Christian
11,O'Brien Gateway,Ben,Walsh,47,Husband,Married,Male,Passenger transport manager,None,None
11,O'Brien Gateway,Dominic,Walsh,18,Son,Divorced,Male,Student,None,Christian
11,O'Brien Gateway,Cameron,Walsh,14,Son,NA,Male,Student,None,NA
12,O'Brien Gateway,Carol,Hill,76,Head,Widowed,Female,Retired Clothing/textile technologist,None,None
13,O'Brien Gateway,Sophie,Hamilton,55,Head,Single,Female,Dramatherapist,None,Christian
13,O'Brien Gateway,Dean,Matthews,21,None,Single,Male,University Student,None,None
13,O'Brien Gateway,Matthew,Gregory,18,None,Single,Male,Student,None,NA
13,O'Brien Gateway,Malcolm,Burrows,58,None,Single,Male,"Nurse, mental health",None,Christian
14,O'Brien Gateway,Joseph,Wilson,70,Head,Married,Male,"Retired Scientist, research (maths)",None,None
14,O'Brien Gateway,Rachel,Wilson,64,Wife,Married,Female,Archaeologist,None,None
15,O'Brien Gateway,Timothy,Russell,29,Head,Divorced,Male,Ergonomist,None,Christian
15,O'Brien Gateway,Tom,Russell,4,Son,NA,Male,Child,None,NA
16,O'Brien Gateway,Stuart,Smith,28,Head,Single,Male,"Engineer, chemical",None,Catholic
17,O'Brien Gateway,Alison,Smith,50,Head,Single,Female,Visual merchandiser,None,Christian
17,O'Brien Gateway,Dylan,Gilbert,55,Partner,Single,Male,Passenger transport manager,None,Christian
18,O'Brien Gateway,Liam,Doyle,45,Head,Single,Male,Economist,None,Methodist
19,O'Brien Gateway,Malcolm,Harris,61,Head,Married,Male,Dramatherapist,None,Christian
19,O'Brien Gateway,Kathleen,Harris,55,Wife,Married,Female,Chief Operating Officer,None,None
20,O'Brien Gateway,Phillip,Griffin,44,Head,Single,Male,Learning mentor,None,Catholic
20,O'Brien Gateway,Paige,Heath,42,Partner,Single,Female,Community development worker,None,Catholic
21,O'Brien Gateway,Dorothy,Bradshaw,36,Head,Divorced,Female,Unemployed,None,Catholic
21,O'Brien Gateway,Amanda,Bradshaw,10,Daughter,NA,Female,Student,None,NA
21,O'Brien Gateway,Jennifer,Bradshaw,10,Daughter,NA,Female,Student,None,NA
21,O'Brien Gateway,Rebecca,Parsons-Bradshaw,9,Daughter,NA,Female,Student,None,NA
21,O'Brien Gateway,Danielle,Parsons-Bradshaw,8,Daughter,NA,Female,Student,None,NA
22,O'Brien Gateway,Sally,Cole,25,Head,Divorced,Female,Unemployed,None,Catholic
22,O'Brien Gateway,Antony,Cole,8,Son,NA,Male,Student,None,NA
23,O'Brien Gateway,Rachel,Thompson,57,Head,Married,Female,Animator,None,Christian
23,O'Brien Gateway,Kieran,Thompson,56,Husband,Married,Male,Make,None,Christian
23,O'Brien Gateway,Josh,Thompson,30,Son,Single,Male,Radio producer,None,None
23,O'Brien Gateway,Richard,Thompson,27,Son,Single,Male,Academic librarian,None,None
24,O'Brien Gateway,Luke,Stewart,58,Head,Single,Male,General practice doctor,None,Christian
24,O'Brien Gateway,Joan,Jones,61,Partner,Single,Female,Theatre director,None,Christian
25,O'Brien Gateway,Lynda,Knight,68,Head,Widowed,Female,Retired Physiotherapist,None,Christian
25,O'Brien Gateway,Charles,Walters,37,Son,Divorced,Male,"Designer, interior/spatial",None,None
26,O'Brien Gateway,Gareth,Stone,38,Head,Single,Male,Health promotion specialist,None,Christian
26,O'Brien Gateway,Rachel,Stone,51,Cousin,Single,Female,Research scientist (physical sciences),None,Christian
27,O'Brien Gateway,Jayne,Poole,74,Head,Widowed,Female,Retired Architect,None,None
28,O'Brien Gateway,Alice,Turner,47,Head,Single,Female,Air broker,None,Christian
28,O'Brien Gateway,Karl,Williams,47,Partner,Single,Male,Private music teacher,None,Christian
29,O'Brien Gateway,Bradley,Chapman,35,Head,Single,Male,Advertising art director,None,Christian
29,O'Brien Gateway,Carolyn,Chapman,12,Daughter,NA,Female,Student,None,NA
30,O'Brien Gateway,Ruth,O'Brien,51,Head,Single,Female,Neurosurgeon,None,Christian
30,O'Brien Gateway,Justin,O'Brien,13,Son,NA,Male,Student,None,NA
31,O'Brien Gateway,Ian,Walsh,75,Head,Married,Male,Retired Geochemist,None,None
31,O'Brien Gateway,Jessica,Walsh,75,Wife,Married,Female,Unemployed,None,None
31,O'Brien Gateway,Owen,Cooke-Walsh,24,Grandson,Single,Male,Control and instrumentation engineer,None,None
31,O'Brien Gateway,Claire,Morris,22,Granddaughter,Single,Female,University Student,None,None
31,O'Brien Gateway,Steven,Morris,20,Grandson,Single,Male,University Student,None,None
32,O'Brien Gateway,Dawn,Nicholson,60,Head,Divorced,Female,Recycling officer,None,None
32,O'Brien Gateway,Martin,Nicholson,7,Grandson,NA,Male,Student,None,NA
33,O'Brien Gateway,Brian,Campbell,58,Head,Divorced,Male,Television production assistant,None,None
33,O'Brien Gateway,Terry,Campbell,8,Grandson,NA,Male,Student,None,NA
34,O'Brien Gateway,Sylvia,Bray,69,Head,Married,Female,"Retired Psychologist, forensic",None,Methodist
34,O'Brien Gateway,Clive,Bray,73,Husband,Married,Male,Retired Wellsite geologist,None,None
35,O'Brien Gateway,Alice,Kirby,67,Head,Married,Female,Web designer,None,Christian
35,O'Brien Gateway,Hugh,Kirby,70,Husband,Married,Male,Retired Radio producer,None,Christian
36,O'Brien Gateway,Sophie,Howard,63,Head,Divorced,Female,"Research officer, trade union",None,Catholic
36,O'Brien Gateway,Max,Howard,32,Son,Single,Male,Pathologist,None,None
37,O'Brien Gateway,Mark,Williamson,59,Head,Married,Male,Personnel officer,None,Christian
37,O'Brien Gateway,Susan,Williamson,60,Wife,Married,Female,Engineering geologist,None,None
38,O'Brien Gateway,Zoe,Wright,68,Head,Married,Female,Retired Radiation protection practitioner,None,Christian
38,O'Brien Gateway,Elliott,Wright,67,Husband,Married,Male,"Teacher, secondary school",None,Christian
38,O'Brien Gateway,Edward,Wright,39,Son,Divorced,Male,Chief Executive Officer,None,None
38,O'Brien Gateway,Duncan,Wright,36,Son,Divorced,Male,Financial trader,None,Christian
38,O'Brien Gateway,Jack,Wright,33,Son,Single,Male,"Programmer, systems",None,Christian
39,O'Brien Gateway,Shirley,Gordon,61,Head,Married,Female,Agricultural consultant,Disabled,None
39,O'Brien Gateway,Gregory,Gordon,63,Husband,Married,Male,Unemployed,None,None
40,O'Brien Gateway,Ashley,Thompson,60,Head,Married,Male,Prison officer,None,None
40,O'Brien Gateway,Charlotte,Thompson,59,Wife,Married,Female,Pensions consultant,None,None
41,O'Brien Gateway,Terry,Thompson,22,Head,Single,Male,University Student,None,None
41,O'Brien Gateway,Terence,Blake,22,None,Single,Male,University Student,None,None
42,O'Brien Gateway,Bryan,Douglas,62,Head,Single,Male,Industrial buyer,None,None
42,O'Brien Gateway,Lynn,Williams,62,Partner,Single,Female,Data scientist,None,None
43,O'Brien Gateway,Kate,Bull,43,Head,Divorced,Female,Call centre manager,None,Catholic
43,O'Brien Gateway,Barry,Bull,8,Son,NA,Male,Student,None,NA
43,O'Brien Gateway,Jennifer,Bull,4,Daughter,NA,Female,Child,None,NA
44,O'Brien Gateway,Abigail,Robinson,36,Head,Married,Female,Chief Marketing Officer,None,Catholic
44,O'Brien Gateway,Louis,Robinson,36,Husband,Married,Male,"Journalist, broadcasting",None,None
44,O'Brien Gateway,Jacqueline,Robinson,6,Daughter,NA,Female,Student,None,NA
45,O'Brien Gateway,Chloe,Smith,31,Head,Married,Female,Pathologist,None,None
45,O'Brien Gateway,Conor,Smith,32,Husband,Married,Male,"Research officer, trade union",None,None
45,O'Brien Gateway,Steven,Smith,7,Son,NA,Male,Student,None,NA
46,O'Brien Gateway,Katie,Hilton,59,Head,Single,Female,"Sales professional, IT",None,None
46,O'Brien Gateway,Teresa,Phillips,55,None,Single,Female,Meteorologist,None,None
47,O'Brien Gateway,Linda,Roberts,65,Head,Married,Female,Public relations account executive,None,Methodist
47,O'Brien Gateway,Bryan,Roberts,70,Husband,Married,Male,Retired Hospital pharmacist,None,Methodist
47,O'Brien Gateway,Shannon,Patel,43,None,Married,Female,Ranger/warden,None,None
47,O'Brien Gateway,Gerard,Patel,45,None,Married,Male,Unemployed,None,None
47,O'Brien Gateway,Alexandra,Patel,12,None,NA,Female,Student,None,NA
48,O'Brien Gateway,Timothy,Wells,21,Head,Single,Male,University Student,None,Christian
48,O'Brien Gateway,Elliott,Osborne,20,None,Single,Male,University Student,None,Christian
48,O'Brien Gateway,Jennifer,Slater,18,None,Single,Female,University Student,None,None
48,O'Brien Gateway,Hollie,Brown,21,None,Single,Female,University Student,None,None
49,O'Brien Gateway,Oliver,Williamson,88,Head,Married,Male,Retired Publishing copy,None,Methodist
49,O'Brien Gateway,Natalie,Williamson,87,Wife,Married,Female,Retired Energy manager,None,Methodist
50,O'Brien Gateway,Chloe,Wood,50,Head,Married,Female,Civil Service administrator,None,Christian
50,O'Brien Gateway,Christopher,Wood,50,Husband,Married,Male,Ranger/warden,None,Christian
50,O'Brien Gateway,Conor,Wood,23,Son,Single,Male,Commercial/residential surveyor,None,Christian
51,O'Brien Gateway,Clare,Arnold,58,Head,Single,Female,Local government officer,Unknown Infection,Christian
51,O'Brien Gateway,Dean,Akhtar,60,Partner,Single,Male,Actuary,Unknown Infection,None
51,O'Brien Gateway,Maurice,Arnold,26,Son,Single,Male,Ophthalmologist,None,Christian
51,O'Brien Gateway,Joseph,Arnold,6,Son,NA,Male,Student,None,NA
52,O'Brien Gateway,Karen,Hurst,24,Head,Married,Female,Insurance account manager,None,None
52,O'Brien Gateway,Cameron,Hurst,25,Husband,Married,Male,Environmental consultant,None,None
53,O'Brien Gateway,Marcus,Walsh,39,Head,Single,Male,"Psychotherapist, dance movement",None,None
53,O'Brien Gateway,Joan,Reynolds,33,Partner,Single,Female,Tax inspector,None,None
54,O'Brien Gateway,Paige,Heath,59,Head,Single,Female,Patent examiner,None,Christian
54,O'Brien Gateway,Albert,Owens,62,Partner,Single,Male,Gaffer,None,Christian
54,O'Brien Gateway,Dale,Heath,24,Son,Single,Male,Physiological scientist,None,Christian
54,O'Brien Gateway,Marilyn,Heath,19,Daughter,Divorced,Female,University Student,None,None
54,O'Brien Gateway,Natasha,Heath,13,Daughter,NA,Female,Student,None,NA
55,O'Brien Gateway,Hayley,Steele,43,Head,Married,Female,"Programmer, multimedia",None,None
55,O'Brien Gateway,Hugh,Steele,48,Husband,Married,Male,"Designer, industrial/product",None,None
55,O'Brien Gateway,Martin,Steele,15,Son,NA,Male,Student,None,NA
56,O'Brien Gateway,Jacob,Jones,50,Head,Single,Male,Hospital doctor,None,None
56,O'Brien Gateway,Jacqueline,Nelson,49,Partner,Single,Female,Purchasing manager,None,None
57,O'Brien Gateway,Henry,Cox,24,Head,Divorced,Male,Cytogeneticist,None,None
57,O'Brien Gateway,Charlene,May,40,None,Single,Female,Set designer,None,Jewish
58,O'Brien Gateway,Shannon,Douglas,55,Head,Divorced,Female,Unemployed,None,None
58,O'Brien Gateway,Mathew,Douglas,20,Son,Divorced,Male,University Student,None,None
59,O'Brien Gateway,Ricky,Thomas,101,Head,Married,Male,Retired Immunologist,None,Christian
59,O'Brien Gateway,Vanessa,Thomas,104,Wife,Married,Female,Retired Garment/textile technologist,None,Methodist
1,Roberts Divide,Julia,Murray,31,Head,Single,Female,Regulatory affairs officer,None,Muslim
1,Roberts Divide,Glen,Edwards,33,Partner,Single,Male,Unemployed,None,None
1,Roberts Divide,Eleanor,Murray,0,Daughter,NA,Female,Child,None,NA
2,Roberts Divide,Stacey,Ryan,64,Head,Single,Female,"Therapist, nutritional",None,Christian
2,Roberts Divide,Marion,Hyde,52,None,Single,Female,Unemployed,None,None
2,Roberts Divide,Yvonne,Gardiner,21,None,Single,Female,University Student,None,None
2,Roberts Divide,Mohamed,Preston,51,None,Single,Male,Theatre manager,Physical Disability,Christian
2,Roberts Divide,Jake,Bradley,44,None,Single,Male,Recruitment consultant,None,Christian
2,Roberts Divide,Benjamin,Chamberlain,49,None,Single,Male,Water quality scientist,None,Christian
3,Roberts Divide,Frances,Willis,33,Head,Divorced,Female,Analytical chemist,None,Catholic
3,Roberts Divide,Kim,Willis,4,Daughter,NA,Female,Child,None,NA
4,Roberts Divide,Karen,Gray,55,Head,Single,Female,Furniture conservator/restorer,None,Christian
4,Roberts Divide,Denise,Frost,35,None,Single,Female,Hotel manager,None,None
4,Roberts Divide,Suzanne,Pope,28,None,Single,Female,Research scientist (physical sciences),None,None
5,Roberts Divide,Darren,Jackson,54,Head,Single,Male,"Engineer, agricultural",None,Catholic
6,Roberts Divide,Eleanor,Fitzgerald,46,Head,Married,Female,Publishing copy,None,Catholic
6,Roberts Divide,Clifford,Fitzgerald,50,Husband,Married,Male,TEFL teacher,None,None
6,Roberts Divide,Sylvia,Fitzgerald,14,Daughter,NA,Female,Student,None,NA
7,Roberts Divide,Pamela,White,80,Head,Married,Female,Retired Network engineer,None,None
7,Roberts Divide,Joshua,White,83,Husband,Married,Male,"Retired Scientist, physiological",None,None
8,Roberts Divide,Adam,Mason,64,Head,Married,Male,"Designer, exhibition/display",None,Christian
8,Roberts Divide,Marion,Mason,59,Wife,Married,Female,Retail merchandiser,None,None
8,Roberts Divide,Sara,Mason,9,Granddaughter,NA,Female,Student,None,NA
9,Roberts Divide,Deborah,Jackson,38,Head,Single,Female,Media planner,None,None
9,Roberts Divide,Jack,Jackson,4,Son,NA,Male,Child,None,NA
9,Roberts Divide,Maurice,Jackson,4,Son,NA,Male,Child,None,NA
10,Roberts Divide,Gemma,Fox,40,Head,Married,Female,"Sales professional, IT",None,Catholic
10,Roberts Divide,Owen,Fox,46,Husband,Married,Male,Public relations officer,None,None
10,Roberts Divide,Cameron,Craig,63,Lodger,Divorced,Male,Unemployed,None,Muslim
10,Roberts Divide,Roy,Andrews,56,Lodger,Single,Male,Research scientist (life sciences),None,None
11,Roberts Divide,Trevor,Walton,37,Head,Married,Male,"Pharmacist, community",None,Catholic
11,Roberts Divide,Caroline,Walton,35,Wife,Married,Female,Clothing/textile technologist,None,Catholic
11,Roberts Divide,Damian,Walton,1,Son,NA,Male,Child,None,NA
12,Roberts Divide,Wayne,Williams,39,Head,Divorced,Male,Radio producer,None,Christian
13,Roberts Divide,Jemma,Scott,43,Head,Divorced,Female,Unemployed,None,None
13,Roberts Divide,Jean,Scott,9,Daughter,NA,Female,Student,None,NA
13,Roberts Divide,Dale,Scott,5,Son,NA,Male,Student,None,NA
14,Roberts Divide,Georgia,Steele,54,Head,Divorced,Female,Tax adviser,None,Christian
14,Roberts Divide,Ryan,Steele,15,Son,NA,Male,Student,None,NA
14,Roberts Divide,Jemma,Steele,13,Daughter,NA,Female,Student,None,NA
15,Roberts Divide,Melissa,Moore,41,Head,Divorced,Female,Graphic designer,None,None
15,Roberts Divide,Neil,Moore,13,Son,NA,Male,Student,None,NA
15,Roberts Divide,Aaron,Moore,10,Son,NA,Male,Student,None,NA
16,Roberts Divide,Russell,Burke,51,Head,Married,Male,"Engineer, production",None,None
16,Roberts Divide,Leah,Burke,49,Wife,Married,Female,Unemployed,None,None
16,Roberts Divide,Eric,Burke,22,Son,Single,Male,University Student,None,None
16,Roberts Divide,Nathan,Burke,17,Son,NA,Male,Student,None,NA
17,Roberts Divide,Victoria,Francis,45,Head,Single,Female,Art gallery manager, ,None
17,Roberts Divide,Julian,Francis,14,Son,NA,Male,Student,None,NA
17,Roberts Divide,Abbie,Francis,12,Daughter,NA,Female,Student,None,NA
18,Roberts Divide,Jane,Page,57,Head,Married,Female,Unemployed,None,Christian
18,Roberts Divide,Daniel,Page,56,Husband,Married,Male,Transport planner,None,Christian
18,Roberts Divide,Liam,Page,33,Son,Single,Male,Dramatherapist,None,None
19,Roberts Divide,Charlene,Parkin,51,Head,Single,Female,Automotive engineer,None,Christian
19,Roberts Divide,Guy,Morris,53,Partner,Single,Male,Unemployed,None,Christian
19,Roberts Divide,Mathew,Parkin,16,Son,NA,Male,Student,None,NA
20,Roberts Divide,Paige,Parker,72,Head,Married,Female,Retired Public house manager,None,Christian
